2019-05-14 16:09:02,2019-05-14 17:36:48,5265.592442035675
2019-05-15 00:46:45,2019-05-15 01:22:59,2174.447663784027
2019-05-15 01:30:13,2019-05-15 01:48:46,1112.8312578201294
2019-05-15 01:56:26,2019-05-15 02:52:37,3371.8754398822784
2019-05-15 02:59:45,2019-05-15 03:38:24,2318.2357337474823
2019-05-15 03:46:12,2019-05-15 04:39:57,3224.256555557251
2019-05-15 04:47:15,2019-05-15 05:29:47,2551.583083629608
2019-05-15 05:37:15,2019-05-15 06:22:25,2710.193131685257
2019-05-15 06:29:48,2019-05-15 07:08:04,2295.171166419983
2019-05-15 07:15:46,2019-05-15 08:04:53,2947.82776594162
2019-05-15 08:11:54,2019-05-15 08:42:31,1836.7930631637573
2019-05-15 08:50:49,2019-05-15 09:51:31,3641.5779287815094
2019-05-16 01:20:43,2019-05-16 02:15:11,3267.347465991974
2019-05-17 01:42:28,2019-05-17 02:29:56,2848.129953145981
2019-05-17 02:38:27,2019-05-17 03:42:04,3817.482152223587
2019-05-17 03:50:41,2019-05-17 05:01:23,4241.687125921249
2019-05-17 05:08:17,2019-05-17 05:39:17,1860.910425901413
2019-05-17 05:46:14,2019-05-17 06:15:11,1736.835867881775
2019-05-17 06:21:51,2019-05-17 06:48:53,1621.240538597107
2019-05-17 06:56:22,2019-05-17 07:17:44,1282.5170738697052
2019-05-17 07:24:47,2019-05-17 07:54:27,1779.9178800582886
2019-05-17 08:03:08,2019-05-17 09:06:30,3802.4430046081543
2019-05-17 09:14:23,2019-05-17 10:06:58,3154.6263031959534
2019-05-18 03:19:29,2019-05-18 03:22:27,177.64086890220642
2019-05-18 03:32:56,2019-05-18 04:17:01,2645.377741575241
2019-05-18 04:25:41,2019-05-18 05:10:06,2665.4258847236633
2019-05-18 05:18:36,2019-05-18 05:59:53,2476.945962190628
2019-05-19 00:49:42,2019-05-18 03:07:24,-78138.1420352459
2019-05-18 03:15:13,2019-05-18 04:08:42,3209.556300640106
2019-05-18 04:18:08,2019-05-18 05:12:00,3232.8586003780365
2019-05-18 05:19:15,2019-05-18 05:57:08,2273.15452003479
2019-05-18 06:04:42,2019-05-18 06:52:48,2885.6454916000366
2019-05-20 00:24:37,2019-05-20 01:19:47,3310.2087693214417
2019-05-20 01:28:34,2019-05-20 01:59:32,1858.809944152832
2019-05-20 02:08:46,2019-05-20 03:02:48,3242.027501344681
2019-05-20 03:10:47,2019-05-20 03:52:06,2479.234157562256
2019-05-20 04:01:24,2019-05-20 04:41:21,2397.0860028266907
2019-05-20 04:48:32,2019-05-20 05:06:44,1091.7904212474823
2019-05-20 05:13:07,2019-05-20 05:28:44,936.7763924598694
2019-05-20 05:35:50,2019-05-20 06:23:38,2868.191830635071
2019-05-20 06:31:53,2019-05-20 07:19:15,2841.7162244319916
2019-05-20 07:29:02,2019-05-20 08:16:08,2826.9177916049957
2019-05-21 01:01:48,2019-05-21 01:21:12,1163.8888130187988
2019-05-21 01:28:00,2019-05-21 01:55:11,1631.5515615940094
2019-05-21 02:02:54,2019-05-21 02:38:16,2121.877974510193
2019-05-21 02:44:36,2019-05-21 03:02:13,1057.3219153881073
2019-05-21 03:08:10,2019-05-21 03:25:17,1027.4375023841858
2019-05-21 03:32:35,2019-05-21 04:22:45,3010.474603176117
2019-05-21 04:29:52,2019-05-21 04:48:45,1132.6619248390198
2019-05-21 04:55:59,2019-05-21 05:36:09,2409.926793575287
2019-05-21 05:42:42,2019-05-21 05:57:32,890.4700472354889
2019-05-21 06:03:25,2019-05-21 06:19:21,956.3314030170441
2019-05-21 06:27:56,2019-05-21 07:13:37,2740.8208243846893
2019-05-21 07:20:01,2019-05-21 07:32:48,767.1476106643677
2019-05-21 07:40:18,2019-05-21 08:33:03,3165.516058444977
2019-05-21 08:40:39,2019-05-21 09:15:35,2095.449096918106
